Source,Tweets,len,ID,Date,Source,Likes,RTs,SA
Xinhua,"Watch a Chinese-Dutch racer drive an SUV up 999 steps to Heaven's Gate in China's ""Avatar"" mountains https://t.co/jQmSLgd5Nx",124,968481811197255000,2/27/2018 13:43,Media Studio,459,194,0
Xinhua,"Ethiopia, despite its own many challenges, says its door remains open to refugees. It now shelters 2nd largest refu… https://t.co/PDvD1Ur3m8",140,968477706730995000,2/27/2018 13:27,SocialFlow,111,43,1
Xinhua,Proposed constitutional revisions to navigate China into modernization https://t.co/woc51seIS1 https://t.co/Ibl6BqLtc0,118,968469545383071000,2/27/2018 12:55,SocialFlow,47,14,0
Xinhua,"#DailyChinaBriefing:
- Equatorial Guinea president hails cooperation with China https://t.co/rXwldYwh2f
- China Com… https://t.co/jEWvc9p5pF",140,968469400927039000,2/27/2018 12:54,Twitter Web Client,35,7,0
Xinhua,Arms down! Nigeria starts nationwide seizure of personal firearms. One state threatens to treat those who refuse to… https://t.co/f8en0HPUBb,140,968468706476032000,2/27/2018 12:51,SocialFlow,64,29,-1
Xinhua,"Parcels, newspapers, medicines: Drone delivery takes off in rural China,  improving services that used to take post… https://t.co/VKN8RYUqCw",140,968457697246044000,2/27/2018 12:08,SocialFlow,89,45,0
Xinhua,#Weinstein Company to file bankruptcy after buyout deal collapses https://t.co/VvDtsqtlp9 https://t.co/PYNo24mOi8,113,968457640580976000,2/27/2018 12:07,SocialFlow,41,15,0
Xinhua,"Like many teachers, Chen calls out ""Class begins!"" to greet the classroom. But at this village school, only one stu… https://t.co/PG6xtMiT63",140,968457175688470000,2/27/2018 12:05,SocialFlow,65,20,1
Xinhua,LIVE: Join us and celebrate the once-a-year Firecracker Dragon Festival with locals in south China's Guangxi! @Peri… https://t.co/O2RLiq33MG,140,968454322789916000,2/27/2018 11:54,Periscope,248,55,1
Xinhua,China urges int'l community to view Pakistan's anti-terrorism efforts in an objective and impartial way… https://t.co/UlrKXhcJWA,128,968453281503698000,2/27/2018 11:50,SocialFlow,100,35,0
Xinhua,"""Becoming,"" @MichelleObama's first memoir will be released on Nov. 13. It will be translated into 24 languages… https://t.co/PmctUrF4na",135,968448347014090000,2/27/2018 11:30,SocialFlow,84,24,1
Xinhua,"China plans to have 2,000 schools featuring winter sports courses by 2020 and the number will reach 5,000 by 2025… https://t.co/YuOFHVXa0h",138,968447478793211000,2/27/2018 11:27,SocialFlow,78,22,0
Xinhua,"Number of people holding #Beijing's hukou, a crucial document entitling residents to social welfare in a given city… https://t.co/uArkQqNNb6",140,968446830508945000,2/27/2018 11:24,SocialFlow,60,15,1
Xinhua,"Turkish President #Erdogan criticized over ""#martyr"" remark to young girl https://t.co/xOxqpLbaZK https://t.co/TZ3iJ9a4NB",121,968443718155071000,2/27/2018 11:12,SocialFlow,52,15,1
Xinhua,"Heavy snow sweeps across Britain, trains and flights cancelled https://t.co/aBjdLSMn4a https://t.co/1Fa644DwnN",110,968443286334697000,2/27/2018 11:10,SocialFlow,62,12,-1
Xinhua,Dozens killed in Papua New Guinea #earthquake: reports https://t.co/18158ZX8p1 https://t.co/10ySvaCYsc,102,968442882687426000,2/27/2018 11:09,SocialFlow,44,21,-1
Xinhua,"CCTV camera captures thwarted robbery in Saratov, Russia, with the thief being stopped by the victim's son, who rus… https://t.co/a73TPO4E9z",140,968441726653345000,2/27/2018 11:04,Media Studio,71,26,-1
Xinhua,Millennials set to be fattest generation in UK: research https://t.co/mFcaum3KI1 https://t.co/VCuAbXZogD,104,968437685437239000,2/27/2018 10:48,SocialFlow,46,13,0
Xinhua,"Supermarket, stormed! Dublin residents emptied supermarket shelves in panic over possible shortages of food, as… https://t.co/KE9M7I1zLv",136,968436207083499000,2/27/2018 10:42,Media Studio,65,27,0
Xinhua,Finland arranges nationwide hunt for wild boars to reduce risk of African swine fever and animals' damage to arable… https://t.co/ZnSOWE9e3H,140,968435467959054000,2/27/2018 10:39,SocialFlow,48,21,1
Xinhua,"The rebels fired the mortar shells on the Wafidin crossing, the only corridor for civilians to evacuate the rebel-h… https://t.co/JXpLbFkMaC",140,968432099375140000,2/27/2018 10:26,SocialFlow,58,48,0
Xinhua,"Greece's largest port enters new era of handling 20,000+ TEU vessels when giga container ship from China docks here https://t.co/P1JTKb99Hg",139,968431117412937000,2/27/2018 10:22,Periscope,317,89,1
Xinhua,"U.S. must first dismantle #nuclear arsenal, #DPRK official daily said, calling U.S. a ""nuclear criminal""… https://t.co/CMjmKSRtRh",129,968426982638628000,2/27/2018 10:05,SocialFlow,89,28,-1
Xinhua,"Chinese scientists have developed a polar bear fur-inspired textile which is ""invisible"" to thermal imaging camera https://t.co/JZzun3kH6c",138,968415054935752000,2/27/2018 9:18,Xinhua News Agency,132,49,1
Xinhua,Who's on the 1st high-speed train of the day? This man and other staff get up early each day to keep passengers safe https://t.co/ush5Ig52rm,140,968409582329585000,2/27/2018 8:56,Xinhua News Agency,81,16,1
Xinhua,"China makes ""amazing"" achievement in quantum communication: Israeli physicist https://t.co/2ZfzuFCNXh",101,968407137855705000,2/27/2018 8:47,Xinhua News Agency,106,41,1
Xinhua,China is developing new bullet trains with a speed of up to 400 kph and research is underway on the next generation… https://t.co/MHe9yqeHci,140,968401620328435000,2/27/2018 8:25,Xinhua News Agency,172,109,1
Xinhua,Here comes another #BeltandRoad train! Direct freight service links China's Xinjiang to Naples https://t.co/sJFDXkGlhy,118,968401403591954000,2/27/2018 8:24,Xinhua News Agency,69,41,1
Xinhua,Here comes the AI doctor! Chinese scientists develop AI system that can help with diagnosis https://t.co/MRaKsjvcOO,115,968400950691074000,2/27/2018 8:22,Xinhua News Agency,71,42,0
Xinhua,Interesting! 100 paper-cuttings of dog were created by an artist in Handan of north China's #Hebei to greet the Yea… https://t.co/sVzZylbyc9,140,968391684403990000,2/27/2018 7:45,Xinhua News Agency,76,29,1
Xinhua,Chinese yuan continues to strengthen for a third trading day to 6.3146 against the U.S. dollar… https://t.co/7lYJNMsplX,119,968390302745669000,2/27/2018 7:40,SocialFlow,101,37,0
Xinhua,Ever heard of Ma Ying Long and Pi Pa Gao? Traditional Chinese medicine (TCM) is gaining traction &amp; finding recognit… https://t.co/dfJueJbUiE,144,968381732843073000,2/27/2018 7:06,SocialFlow,96,24,-1
Xinhua,RT @XHSports: Paris Saint-Germain has confirmed that Neymar has a crack in his right foot and an ankle sprain. With only nine days before P…,140,968377276097327000,2/27/2018 6:48,Twitter Web Client,0,18,1
Xinhua,#SouthKorean prosecutors demand 30-year imprisonment for ousted President #ParkGeunhye  https://t.co/OjDB80uAmN https://t.co/RBJfm8rcM7,135,968372160736714000,2/27/2018 6:28,SocialFlow,162,76,0
Xinhua,"#Daimler Beijing investment further strengthens Sino-German economic ties, following China's #Geely becoming its la… https://t.co/5wrXZDMyg1",140,968357605113520000,2/27/2018 5:30,SocialFlow,56,26,1
Xinhua,The Tuva in Xinjiang are nomadic hunters. Watch how they preserve their traditions: https://t.co/yuSCLOIzhN,107,968355178385682000,2/27/2018 5:20,Xinhua News Agency,54,18,0
Xinhua,"China is developing 400 km/h high-speed train, researching the next generation magnetic-levitation train with a top… https://t.co/fmxuNpAk6L",140,968354526716719000,2/27/2018 5:18,SocialFlow,568,247,1
Xinhua,Saudi Arabia allows women to join military https://t.co/omUzvlV39x https://t.co/6yOoEV98Ld,90,968345662134898000,2/27/2018 4:42,SocialFlow,268,101,-1
Xinhua,Afghan president says graduation of young officers and their commission to the national army to serve the nation in… https://t.co/4jnnnq3waP,140,968339079053135000,2/27/2018 4:16,SocialFlow,69,26,1
Xinhua,Saudi king replaces top military commanders in midst of ever-worsening conflict in #Yemen https://t.co/OzxvW4xR5E https://t.co/aT4n6i2z82,137,968325340127952000,2/27/2018 3:22,SocialFlow,61,35,1
Xinhua,Around 50 new Muslim couples attend mass wedding ceremony in Mumbai https://t.co/69m9FeUEMS,91,968325053384445000,2/27/2018 3:20,Xinhua News Agency,81,22,1
Xinhua,100 plus dragons dancing on the ground! Gelao people celebrate their Maolong Festival in southwest China's #Guizhou https://t.co/n8uI7ToMFZ,139,968321080120274000,2/27/2018 3:05,Xinhua News Agency,101,34,0
Xinhua,"Keep seeds for the future.
""#DoomsdayVault"" on Norway's remote Arctic island now houses over 1 mln seed samples fro… https://t.co/t57aqtBxxZ",140,968319925428326000,2/27/2018 3:00,SocialFlow,81,30,-1
Xinhua,"Indian students celebrate ""Festival of Spring"" in Kolkata https://t.co/LNVdeQhLr4",81,968319335851790000,2/27/2018 2:58,Xinhua News Agency,166,45,0
Xinhua,"India #Bollywood actress #SrideviKapoor,  54, dies of accidental drowning in hotel apartment in Dubai… https://t.co/eETwPE99SE",126,968312243631861000,2/27/2018 2:30,SocialFlow,97,24,0
Xinhua,Amazing delicate costumes! Dong people wearing traditional costumes attend an activity of Lusheng in southwest Chin… https://t.co/xKGlXKh0t7,140,968311596769579000,2/27/2018 2:27,Xinhua News Agency,114,43,1
Xinhua,"Pakistani FM says #BeltandRoad Initiative to change landscape of the world through its development agenda, win-win… https://t.co/kYwdL6Mkst",139,968309812701392000,2/27/2018 2:20,SocialFlow,66,25,1
Xinhua,RT @XHSports: Atletico Madrid duo Yannick Carrasco and Nico Gaitan have completed transfers to Chinese Super League side Dalian Yifang http…,140,968305204788584000,2/27/2018 2:02,Twitter Web Client,0,15,1
Xinhua,RT @XHSports: Guangzhou Evergrande trounced Shanghai Shenhua 4-1 to lift the trophy of 2018 CFA Super Cup https://t.co/xVNd1qIsGu,129,968305067450286000,2/27/2018 2:01,Twitter Web Client,0,10,1
Xinhua,Doors open for talks with U. S. : #NorthKorean chief delegate  to #SouthKorea https://t.co/Wog5YbgLRp https://t.co/7LQS6ivY5g,125,968304121454432000,2/27/2018 1:57,SocialFlow,54,20,0
Xinhua,"#DolceGabbana stuns audience by using drones to model handbags at #MilanFashionWeek, with its new show declaring lo… https://t.co/y6QlIwh4XL",140,968301100020445000,2/27/2018 1:45,Xinhua News Agency,104,30,1
Xinhua,"#DailyWorldBriefing:
- Denuclearization must be result of dialogue with #DPRK: White House https://t.co/qX8fy7VifU… https://t.co/PkoNKZL1WF",139,968298189404155000,2/27/2018 1:34,SocialFlow,48,10,0
Xinhua,"U.S. fast food chain @McDonalds started distributing 20 million packets of limited Szechuan sauce, as it tried to m… https://t.co/MTTkE0kl8l",140,968275320628502000,2/27/2018 0:03,SocialFlow,49,27,1
Xinhua,"Chinese agricultural products supplier Farmmi, Inc. rings the @Nasdaq Stock Market opening bell in celebration of i… https://t.co/BER0JGDIFE",140,968273134125309000,2/26/2018 23:54,SocialFlow,43,21,0
Xinhua,"Update: UN Security Council adopts Russian-drafted resolution on renewal of #Yemen sanctions.
Unanimous vote follow… https://t.co/N6rx1C0SsD",140,968243042774867000,2/26/2018 21:55,Twitter Web Client,48,29,0
Xinhua,"""Sanya? Where is Sanya?"" ""It's our Sister City.""
Diverse U.S. city of Alhambra knows new ""sister"" in Chinese… https://t.co/NSeFHNg8oe",133,968234527511515000,2/26/2018 21:21,SocialFlow,45,10,1
Xinhua,#BREAKING: @UN security council adopts Russian-drafted resolution on renewal of Yemen sanctions https://t.co/ZP9DD9VzFp,119,968227606196838000,2/26/2018 20:53,SocialFlow,102,37,0
Xinhua,Israel's army has arrested ten Palestinians from the West Bank home village of jailed teenager Ahed Tamimi who hit… https://t.co/lnnOMbqsht,139,968226313189421000,2/26/2018 20:48,SocialFlow,116,84,0
Xinhua,"A-rated Bollywood actress Sridevi Kapoor, aged 54, has drowned in her hotel bathtub Saturday after passing out… https://t.co/6o8EGnOruV",135,968225532306477000,2/26/2018 20:45,SocialFlow,66,16,-1
Xinhua,Death toll rises to at least 5 after severe thunderstorms sweep through central U.S. https://t.co/Fyy74EH6B3,108,968211220997332000,2/26/2018 19:48,SocialFlow,85,19,-1
Xinhua,"A ceasefire in Syria proposed by the United Nations Security Council is possible if all parties come to terms, whic… https://t.co/3VvGm5viDz",140,968206616905568000,2/26/2018 19:30,SocialFlow,65,19,0
Xinhua,"As U.S., #DPRK express relatively positive attitudes toward direct talks, multiple challenges lie ahead for peacefu… https://t.co/F6DwESGJvv",140,968204541786193000,2/26/2018 19:22,Twitter Web Client,55,12,1
Xinhua,The Russian Supreme Court rejected a lawsuit filed by presidential contender Ksenia Sobchak to strip Vladimir Putin… https://t.co/nJat2JK8Ei,140,968196877245140000,2/26/2018 18:51,SocialFlow,56,21,0
Xinhua,"Sweat &amp; effort! Portuguese, German athletes win 2018 Havana Triathlon https://t.co/2h5ZoNdZsg https://t.co/BIlyrCc1J8",121,968196301455204000,2/26/2018 18:49,Media Studio,57,14,1
Xinhua,How did Cuban cigars evolve from pagan sin to world-renowned Cuban export? Take a look at the story… https://t.co/0G8jtieOCF,124,968196046902972000,2/26/2018 18:48,SocialFlow,53,19,0
Xinhua,"5G networks, AI, Big Data...2018 #MobileWorldCongress in Barcelona, #Spain displays latest developments in technolo… https://t.co/TEOmXgQJUB",140,968194388202610000,2/26/2018 18:41,Xinhua News Agency,57,34,1
Xinhua,"Turkish special forces have entered the Afrin region in Syria in ""new phase"" of operation against Kurdish militia… https://t.co/aVn103c2Od",138,968193466927861000,2/26/2018 18:38,SocialFlow,51,26,1
Xinhua,Death toll in Britain’s #Leicester blast rises to five after another body found in collapsed building; explosion no… https://t.co/R6hbtj9vdv,140,968188338162294000,2/26/2018 18:17,Twitter Web Client,38,12,0
Xinhua,"Russia's Putin ordered humanitarian pauses in Syria's Eastern Ghouta, which will be in force from 9 a.m to 2 p.m. e… https://t.co/52mfgNMXrK",140,968186961520455000,2/26/2018 18:12,SocialFlow,74,40,0
Xinhua,#Venezuela holds military drills amid hemispheric hostility: political analyst https://t.co/RT7clDuKds https://t.co/SAOFU3gQoS,126,968181905094074000,2/26/2018 17:52,SocialFlow,57,26,-1
Xinhua,7th round of #NAFTA talks begins in Mexico City to finalize more sections https://t.co/r2ATP1Knru https://t.co/SWYc6bbNPK,121,968179410473029000,2/26/2018 17:42,SocialFlow,52,18,1
Xinhua,"""It's like the Asian version of Times Square.""
Half million New Yorkers brave rain for Chinese #LunarNewYear parade… https://t.co/9Xa6C1BbCa",140,968162227676213000,2/26/2018 16:33,Twitter Web Client,68,11,1
Xinhua,"China to start action plans targeting ""great modern socialist country"" https://t.co/BARd461JPk https://t.co/N8ohx4rQI6",118,968157820976795000,2/26/2018 16:16,Xinhua News Agency,72,18,1
Xinhua,"China has 241 mln people aged 60 or above by end of 2017, accounting for 17.3% of total population… https://t.co/qKAqsl2VfZ",123,968155232596316000,2/26/2018 16:06,Xinhua News Agency,97,39,-1
Xinhua,White House says denuclearization must be result of dialogue with #DPRK https://t.co/qX8fy7VifU https://t.co/5KDv9O4k2T,119,968155173813194000,2/26/2018 16:05,SocialFlow,119,29,0
Xinhua,"How bamboo, a highly fibrous plant, provides energy for giant pandas? Click for detail: https://t.co/Sqhd9B2xLK https://t.co/dhdpo9xO9Z",135,968153983570374000,2/26/2018 16:01,Xinhua News Agency,85,18,1
Xinhua,"Grand gala staged in Houston, U.S., for overseas Chinese and Americans to co-celebrate Chinese #LunarNewYear… https://t.co/oeYn4VvpJA",133,968142197903314000,2/26/2018 15:14,SocialFlow,159,34,1
Xinhua,"Chinese boxing star Zou Shiming bestowed with top honor by World Boxing Council @WBCBoxing, recognizing his accompl… https://t.co/61wQ4w2fDU",140,968139267657564000,2/26/2018 15:02,SocialFlow,62,13,1
Xinhua,Chinese President Xi Jinping's special envoy Liu Yandong met with South Korean President Moon Jae-in on Monday in S… https://t.co/5iEnImxgVK,140,968135460836052000,2/26/2018 14:47,SocialFlow,116,37,1
Xinhua,#BREAKING: Russian President Vladimir Putin ordered a daily humanitarian ceasefire in Eastern Ghouta in Syria start… https://t.co/VPZbcrz8ar,140,968134767869906000,2/26/2018 14:44,SocialFlow,69,35,0
Xinhua,"Tasty sculptures. 16th #Obidos Int'l #Chocolate Festival is ongoing in #Lisbon, Portugal https://t.co/It22Fd7i1Q https://t.co/MB8O0zi73T",136,968128086922465000,2/26/2018 14:18,Xinhua News Agency,66,14,0
Xinhua,"Unusual cold weather has frozen #Geneva, Swizerland into a crystal clear world https://t.co/LIQauC4ngS",102,968122240993759000,2/26/2018 13:55,Xinhua News Agency,114,43,-1
Xinhua,Traditional Chinese #dragon lantern #dance is performed in E China's Zhejiang to celebrate the beginning of #spring https://t.co/uxoeqCdiqA,139,968120865048158000,2/26/2018 13:49,Xinhua News Agency,108,17,0
Xinhua,"Five passers-by jump into icy river to save drowning siblings in Henan, China https://t.co/08fGKUknqh",101,968115491062427000,2/26/2018 13:28,Media Studio,363,75,-1
Xinhua,"7 million people in South Sudan, two thirds of the population, are at risk of rising hunger in coming months: UN ag… https://t.co/qfFc08RJCz",140,968113528774291000,2/26/2018 13:20,SocialFlow,57,24,0
Xinhua,China hopes DPRK and U.S. can make progress in dialogue to promote settlement of the Korean Peninsula nuclear issue… https://t.co/kve31b1iVf,140,968109538737115000,2/26/2018 13:04,SocialFlow,73,30,0
Xinhua,Senior Chinese official Liu He will visit the United States from Feb. 27 to March 3: Foreign Ministry… https://t.co/N5o9cpdNWl,126,968104441114177000,2/26/2018 12:44,SocialFlow,50,15,-1
Xinhua,"""First 100 Days"" of Zimbabwe's new President Mnangagwa after taking over from long-serving Mugabe… https://t.co/obaAolpeLp",122,968100809371156000,2/26/2018 12:29,SocialFlow,45,5,1
Xinhua,"New freight train service launched between China's Urumqi and Italy's Naples. The 10,500-km trip will last 25 days… https://t.co/UlHCC84d6w",139,968092813043929000,2/26/2018 11:58,SocialFlow,167,57,1
Xinhua,UPDATE: At least four killed &amp; four others injured in explosion at a convenience store in central British city of… https://t.co/HBrLANgyob,142,968089040279961000,2/26/2018 11:43,SocialFlow,79,30,-1
Xinhua,#BREAKING: Five people died after a ship capsized in a river in central China's Hunan https://t.co/1iXXhfFV7G https://t.co/6dN87UmD13,133,968087916370120000,2/26/2018 11:38,SocialFlow,36,20,0
Xinhua,"Russia's new state arms procurement program for 2018-2028 focuses on cutting-edge weaponry, including robotics, int… https://t.co/pIIBipG55f",140,968078015010877000,2/26/2018 10:59,SocialFlow,136,51,-1
Xinhua,People in NE China's Jilin spent 20 days making a huge ice bowl filled with noodles as part of New Year celebrations https://t.co/g6DkUT4X5y,140,968072549346238000,2/26/2018 10:37,Xinhua News Agency,172,36,1
Xinhua,"British communist party chief explains why China makes ""phenomenal"" achievements https://t.co/uVk7IUFQJe",104,968053373609050000,2/26/2018 9:21,Xinhua News Agency,145,37,1
Xinhua,School kept open just for one student in a village in NE China's Jilin Province. The boy can start the spring semes… https://t.co/q09wgptHLV,140,968044341292826000,2/26/2018 8:45,SocialFlow,312,90,0
Xinhua,What makes good snipers? https://t.co/xhbNXqtwQZ,48,968035077891526000,2/26/2018 8:08,Xinhua News Agency,186,45,1
Xinhua,Acrobatic performances to see! 21 troupes took part in an international competition for dragon and lion dance in S… https://t.co/840TSTLvOg,139,968032870412496000,2/26/2018 7:59,Xinhua News Agency,68,9,0
Xinhua,"Nigerian gov't confirms that 110 schoolgirls remain missing, one week after #BokoHaram attack… https://t.co/CPe7Wn3bbd",118,968031690105946000,2/26/2018 7:55,SocialFlow,58,31,-1
Xinhua,"Nearly half of #cryptocurrency investment failed last year, wasting over 100 million dollars https://t.co/w7ZJOIRrCt https://t.co/eznwQtlPJ3",140,968030150616059000,2/26/2018 7:49,SocialFlow,74,30,-1
Xinhua,"#BREAKING: At least 4 dead, 4 others injured in #LeicesterExplosion -- British police https://t.co/fvsAJPFlGD",109,968025457449951000,2/26/2018 7:30,SocialFlow,67,30,-1
Xinhua,Microsoft's fight for overseas data protection goes to U.S. Supreme Court https://t.co/dXGcy3zpln https://t.co/yZskDNtIER,121,968021219206402000,2/26/2018 7:13,SocialFlow,85,23,0
Xinhua,"#DailyChinaBriefing:
- CPC's proposed constitutional amendment package unveiled https://t.co/VxieLXNldP
- Beijing W… https://t.co/Nopgbe9qrg",140,968018364432986000,2/26/2018 7:02,Twitter Web Client,76,18,0
Xinhua,"China's C919 large passenger aircraft receives 30 new orders from a domestic leasing company, taking total orders t… https://t.co/xbinX6OaFV",140,968016764436172000,2/26/2018 6:55,SocialFlow,183,43,1
Xinhua,"Before the deputy head of UNAIDS Luiz Loures, who else’s careers were also impeded by sexual harassment allegations… https://t.co/q0qk9p9uS1",140,968015372363313000,2/26/2018 6:50,Twitter Web Client,44,10,1
Xinhua,"Archaeologists found tombs belonging to priests of the Egyptian god Thoth, the god of wisdom and magic in ancient E… https://t.co/ncLPHRPUZ5",140,968010011476725000,2/26/2018 6:29,SocialFlow,79,33,1
Xinhua,Work begins at midnight! Story of Chinese subway trackwalker https://t.co/RqqdvmJadW,84,968009656680570000,2/26/2018 6:27,Xinhua News Agency,212,36,0
Xinhua,"The ChiNext Index, tracking China's NASDAQ-style board of growth enterprises, surges more than 3% during afternoon… https://t.co/9i082jeD6j",139,968009011122593000,2/26/2018 6:25,SocialFlow,38,7,1
Xinhua,RT @XHSports: Pep Guardiola pocketed his first title as @ManCity manager with League Cup triumph against Arsenal https://t.co/FZPemPCj0f,136,968008524360957000,2/26/2018 6:23,Twitter Web Client,0,8,1
Xinhua,"Interview: #CommunistManifesto holds great value to West, which has remained the same as a ""class divided society""… https://t.co/mDCNCp5TMV",139,968007738440765000,2/26/2018 6:20,SocialFlow,70,21,1
Xinhua,"#BeltandRoad Initiative helps Jordan tap into shale oil. Huge power plant being built, to be operational in 2020 https://t.co/s972hHrwja",136,968006827815337000,2/26/2018 6:16,Xinhua News Agency,96,38,1
Xinhua,"North Korean athletes, cheerleaders return home after #PyeongChang2018 Winter Olympics https://t.co/PDp5Ee7830 https://t.co/N3mwfc2WxX",134,968000023811289000,2/26/2018 5:49,SocialFlow,166,30,0
Xinhua,"""A fantastic piece of writing"", ""will never be forgotten""... British experts say #CommunistManifesto by Marx, Engel… https://t.co/cTE0zi4vkz",140,967998960563564000,2/26/2018 5:45,SocialFlow,206,72,1
Xinhua,"Death of Bollywood superstar #SrideviKapoor leaves Indians in shock, prompts nationwide grief… https://t.co/ip2OnV3xsO",118,967998688491659000,2/26/2018 5:44,SocialFlow,120,35,-1
Xinhua,".@WorldBank hails China's reform, contribution to global economy, highlights its progress in reducing extreme pover… https://t.co/cZO9gJoekj",140,967996559521730000,2/26/2018 5:35,SocialFlow,109,22,-1
